RV,SENTIMENT_tweet,Polarity,SADNESS_tweet,JOY_tweet,FEAR_tweet,DISGUST_tweet,ANGER_tweet
Slightly Unacceptable,-0.487262,1,0.283014,0.087189,0.100269,0.387959,0.062009
Slightly Unacceptable,-0.342977,2,0.150543,0.121932,0.120014,0.413377,0.397959
Unacceptable,-0.628222,2,0.480692,0.010409,0.280454,0.205001,0.353152
Slightly Unacceptable,-0.437375,3,0.037645,0.057993,0.054367,0.220183,0.099936
Slightly Acceptable,0.02597,5,0.176424,0.034866,0.256812,0.159724,0.092533
Unacceptable,-0.557503,2,0.563469,0.002201,0.097139,0.081113,0.195139
Acceptable,0.547036,5,0.059323,0.521272,0.015561,0.012791,0.029661
Unacceptable,-0.555849,1,0.139608,0.487798,0.093345,0.260904,0.058846
Unacceptable,-0.540258,2,0.297609,0.042714,0.290322,0.330699,0.278472
Slightly Unacceptable,-0.41216,2,0.379249,0.059123,0.265742,0.115072,0.177916
Slightly Unacceptable,-0.397039,2,0.306585,0.020627,0.208579,0.206791,0.227404
Slightly Unacceptable,-0.41045,2,0.34454,0.093753,0.03363,0.092309,0.150324
Unacceptable,-0.510243,2,0.129074,0.088459,0.023904,0.432068,0.13302
Acceptable,0.677147,5,0.331372,0.021248,0.073879,0.597906,0.316469
Unacceptable,-0.562825,1,0.738313,0.008151,0.07395,0.254432,0.220671
Slightly Acceptable,0,2,0.288421,0.341115,0.125288,0.201362,0.19986
Unacceptable,-0.731251,2,0.489264,0.069051,0.177443,0.449806,0.087892
Unacceptable,-0.873949,2,0.324212,0.058759,0.255403,0.146325,0.293868
Unacceptable,-0.80282,2,0.774483,0.050727,0.091628,0.021117,0.092887
Slightly Unacceptable,-0.142064,3,0.323579,0.01931,0.261853,0.081163,0.087413
Unacceptable,-0.758509,2,0.329248,0.138472,0.137659,0.168469,0.457067
Slightly Unacceptable,-0.325717,3,0.175173,0.022249,0.170471,0.031113,0.063839
Unacceptable,-0.7452,1,0.286884,0.012704,0.469927,0.204211,0.26397
Slightly Acceptable,0.06766,3,0.066899,0.125315,0.234526,0.038916,0.347372
Unacceptable,-0.649841,2,0.199316,0.100143,0.147286,0.088189,0.228615
Unacceptable,-0.704602,2,0.888358,0.045732,0.101207,0.032168,0.030534
Slightly Acceptable,0,3,0.262358,0.277208,0.27536,0.047481,0.303266
Unacceptable,-0.504592,2,0.59758,0.042393,0.065064,0.027718,0.098884
Unacceptable,-0.992931,2,0.730006,0.01724,0.107834,0.241381,0.2001
Slightly Acceptable,0,3,0.170151,0.060537,0.311851,0.097872,0.49243
Slightly Unacceptable,-0.427065,2,0.383543,0.019051,0.097946,0.064182,0.131916
Unacceptable,-0.608987,2,0.475689,0.088351,0.312919,0.054043,0.123848
Unacceptable,-0.687574,2,0.161581,0.07885,0.231921,0.017309,0.510902
Slightly Acceptable,0,1,0.259951,0.161761,0.117592,0.345102,0.103827
Unacceptable,-0.64577,1,0.338788,0.051575,0.212361,0.270555,0.217446
Slightly Acceptable,0.424639,5,0.529725,0.118304,0.3506,0.033585,0.109043
Slightly Acceptable,0,5,0.049629,0.39772,0.039042,0.05679,0.031459
Slightly Acceptable,0.469748,3,0.057296,0.763265,0.05276,0.031214,0.017967
Unacceptable,-0.746927,2,0.629493,0.048467,0.205409,0.118299,0.200113
Slightly Acceptable,0.315786,5,0.120079,0.075246,0.091845,0.161617,0.277885
Unacceptable,-0.708517,2,0.069449,0.174195,0.382968,0.086236,0.281752
Slightly Unacceptable,-0.393554,2,0.495169,0.189921,0.019688,0.118345,0.097585
Slightly Unacceptable,-0.444422,1,0.134561,0.127146,0.192091,0.425745,0.428619
Unacceptable,-0.83485,2,0.323879,0.033623,0.298381,0.171962,0.158197
Slightly Acceptable,0,1,0.402857,0.364226,0.195517,0.022581,0.051081
Unacceptable,-0.649557,2,0.494976,0.295646,0.036601,0.037569,0.196587
Slightly Unacceptable,-0.471648,1,0.271198,0.035744,0.431881,0.261079,0.238194
Slightly Unacceptable,-0.36609,2,0.305937,0.001576,0.130669,0.237771,0.531816
Slightly Acceptable,0.112669,3,0.27842,0.098394,0.096697,0.176846,0.54746
Slightly Unacceptable,-0.1256,2,0.479759,0.158322,0.211008,0.093473,0.286783
Unacceptable,-0.71214,2,0.501897,0.016404,0.132308,0.319919,0.32671
Slightly Unacceptable,-0.291414,2,0.745436,0.049983,0.108899,0.269537,0.022865
Slightly Unacceptable,-0.208707,3,0.119453,0.137856,0.090925,0.122341,0.365715
Unacceptable,-0.935905,2,0.808886,0.045716,0.071426,0.105899,0.117751
Unacceptable,-0.92635,2,0.051138,0.110276,0.056357,0.063092,0.167098
Unacceptable,-0.689449,2,0.532043,0.197038,0.052398,0.010055,0.266158
Unacceptable,-0.698983,1,0.595471,0.024554,0.461379,0.067381,0.121147
Unacceptable,-0.897066,2,0.063727,0.000342,0.248711,0.211335,0.351591
Unacceptable,-0.835293,2,0.918839,0.024435,0.071771,0.051147,0.04031
Slightly Acceptable,0,3,0.384476,0.143122,0.349898,0.082779,0.114971
Slightly Acceptable,0,3,0.225718,0.392845,0.23998,0.026784,0.083615
Unacceptable,-0.76994,2,0.18377,0.484868,0.063857,0.186145,0.218537
Unacceptable,-0.528677,2,0.187296,0.011866,0.102631,0.140742,0.084922
Unacceptable,-0.78109,2,0.403726,0.000324,0.126593,0.151676,0.274508
Slightly Acceptable,0,5,0.031327,0.322624,0.06919,0.04245,0.062801
Slightly Unacceptable,-0.407179,1,0.189219,0.024296,0.120636,0.262781,0.073455
Unacceptable,-0.678583,1,0.035217,0.467942,0.03335,0.027261,0.261522
Unacceptable,-0.782262,2,0.185388,0.080051,0.055537,0.013646,0.077727
Unacceptable,-0.76643,1,0.536292,0.028305,0.27435,0.250846,0.171755
Slightly Acceptable,0.35446,3,0.129129,0.092087,0.036405,0.086012,0.05218
Unacceptable,-0.875893,2,0.299311,0.126629,0.080335,0.070268,0.172202
Slightly Acceptable,0.434318,5,0.670428,0.107458,0.071868,0.062497,0.119367
Unacceptable,-0.882634,2,0.287258,0.092996,0.081354,0.021529,0.015935
Unacceptable,-0.830621,1,0.557825,0.024681,0.469407,0.177184,0.109987
Slightly Unacceptable,-0.456965,3,0.122868,0.080694,0.128931,0.251181,0.29626
Unacceptable,-0.69768,2,0.073019,0.767451,0.018145,0.060832,0.073666
Slightly Acceptable,0,3,0.721766,0.010559,0.240979,0.120358,0.227776
Unacceptable,-0.915159,2,0.32706,0.217185,0.102036,0.097614,0.309989
Unacceptable,-0.899278,2,0.08776,0.110792,0.109466,0.043641,0.152152
Slightly Acceptable,0,3,0.446223,0.146668,0.204204,0.115349,0.071364
Unacceptable,-0.916635,2,0.308506,0.038289,0.067765,0.242477,0.408336
Slightly Acceptable,0,3,0.200116,0.398483,0.207975,0.112308,0.021655
Unacceptable,-0.594271,2,0.488702,0.00815,0.024001,0.335064,0.471811
Slightly Acceptable,0,5,0.041398,0.489396,0.025057,0.02339,0.373203
Slightly Acceptable,0.409218,5,0.150135,0.697639,0.050874,0.009104,0.010132
Slightly Unacceptable,-0.30775,2,0.27569,0.055005,0.098681,0.365437,0.099783
Unacceptable,-0.700382,2,0.335539,0.05803,0.108176,0.516471,0.224991
Unacceptable,-0.53287,2,0.110876,0.050137,0.130151,0.095494,0.074121
Unacceptable,-0.623829,2,0.104027,0.024394,0.014997,0.07992,0.92249
Slightly Unacceptable,-0.426795,2,0.014692,0.030981,0.007331,0.004939,0.034187
Slightly Acceptable,0.219188,5,0.21685,0.309385,0.207691,0.098616,0.149428
Unacceptable,-0.674131,2,0.443611,0.151736,0.202903,0.193778,0.137421
Unacceptable,-0.90565,1,0.389924,0.002632,0.701201,0.055117,0.140353
Unacceptable,-0.537782,2,0.082416,0.733952,0.031206,0.082479,0.090294
Unacceptable,-0.902804,2,0.182884,0.034449,0.099329,0.545322,0.460718
Slightly Acceptable,0.0333146,1,0.869003,0.005163,0.076504,0.159222,0.133427
Slightly Acceptable,0,5,0.697959,0.185095,0.061473,0.138704,0.047547
Slightly Unacceptable,-0.363006,2,0.542409,0.03136,0.239716,0.245369,0.032254
Slightly Acceptable,0,5,0.250172,0.423654,0.161665,0.094836,0.045249
Unacceptable,-0.530084,2,0.418684,0.109034,0.044884,0.191041,0.289835
Unacceptable,-0.85594,2,0.185087,0.244871,0.062368,0.274907,0.065424
Slightly Acceptable,0,2,0.419476,0.182919,0.074924,0.028506,0.052491
Slightly Acceptable,0,5,0.188375,0.553011,0.025602,0.255284,0.036159
Slightly Unacceptable,-0.407234,2,0.176336,0.229817,0.042467,0.422947,0.285353
Unacceptable,-0.692904,2,0.619333,0.023694,0.188777,0.337698,0.15817
Slightly Acceptable,0,2,0.058738,0.025272,0.043022,0.120226,0.092391
Slightly Unacceptable,-0.286679,2,0.079081,0.665852,0.015301,0.208603,0.052639
Slightly Acceptable,0,1,0.158132,0.163354,0.097915,0.074539,0.094071
Slightly Acceptable,0,2,0.428028,0.238391,0.321965,0.082358,0.051354
Unacceptable,-0.503098,2,0.219396,0.306727,0.047175,0.109571,0.164403
Unacceptable,-0.823001,1,0.448223,0.004594,0.188153,0.366097,0.399053
Unacceptable,-0.754081,2,0.141889,0.760578,0.032733,0.075932,0.010537
Slightly Acceptable,0,1,0.754831,0.028657,0.145125,0.207065,0.154257
Slightly Acceptable,0,2,0.281951,0.056104,0.107321,0.450346,0.402119
Unacceptable,-0.730453,2,0.288232,0.158234,0.152956,0.221372,0.187424
Slightly Acceptable,0.36912,3,0.105489,0.250931,0.061492,0.238766,0.080272
Unacceptable,-0.577805,2,0.252372,0.527204,0.056281,0.250284,0.052163
Unacceptable,-0.870607,1,0.156291,0.035747,0.05722,0.855095,0.093376
Slightly Acceptable,0,1,0.194526,0.663038,0.035693,0.080249,0.026206
Slightly Acceptable,0,3,0.358147,0.214448,0.362712,0.151328,0.140773
Slightly Acceptable,0,3,0.382169,0.34751,0.020979,0.139764,0.044752
Unacceptable,-0.809246,2,0.391053,0.018923,0.182157,0.304907,0.289872
Slightly Unacceptable,-0.36912,2,0.119613,0.513426,0.192,0.144124,0.148874
Unacceptable,-0.900347,1,0.464899,0.004454,0.658605,0.083492,0.102571
Slightly Acceptable,0.4561,5,0.202251,0.727189,0.042633,0.027976,0.006341
Slightly Acceptable,0.386777,5,0.148135,0.186748,0.089645,0.080111,0.099178
Unacceptable,-0.813321,2,0.695556,0.094704,0.151787,0.158548,0.111747
Slightly Unacceptable,-0.2895,2,0.103332,0.474373,0.060033,0.433176,0.034312
Slightly Unacceptable,-0.3789,2,0.307024,0.524912,0.07325,0.096838,0.037479
Slightly Acceptable,0.461785,2,0.098788,0.561878,0.134658,0.053625,0.125824
Slightly Acceptable,0,2,0.22994,0.161046,0.119266,0.483648,0.055527
Unacceptable,-0.588377,2,0.337296,0.114436,0.01052,0.374235,0.421746
Slightly Unacceptable,-0.319366,2,0.569665,0.052235,0.018454,0.45072,0.168768
Slightly Acceptable,0,3,0.216625,0.616582,0.042126,0.131071,0.047552
Slightly Unacceptable,-0.313553,1,0.123821,0.093663,0.223972,0.356185,0.123405
Acceptable,0.625269,5,0.306795,0.081008,0.118157,0.399909,0.085458
Slightly Acceptable,0,5,0.063278,0.616457,0.095569,0.228284,0.062062
Unacceptable,-0.563068,1,0.600285,0.063151,0.082308,0.227169,0.229182
Unacceptable,-0.629262,3,0.435569,0.094317,0.070478,0.517182,0.139225
Unacceptable,-0.765549,2,0.50413,0.000431,0.174121,0.221101,0.23937
Slightly Acceptable,0,5,0.108557,0.712508,0.007001,0.094213,0.014098
Slightly Acceptable,0,5,0.120344,0.72919,0.024675,0.05913,0.019422
Slightly Acceptable,0,5,0.156042,0.670687,0.084019,0.034649,0.017893
Unacceptable,-0.590048,2,0.704553,0.086152,0.08494,0.080665,0.187408
Unacceptable,-0.695749,2,0.47337,0.410252,0.090064,0.041152,0.05982
Unacceptable,-0.649172,2,0.103744,0.020259,0.246683,0.247909,0.305891
Unacceptable,-0.643673,2,0.292857,0.090961,0.135407,0.071901,0.641816
Acceptable,0.641902,5,0.193239,0.272127,0.12799,0.016596,0.058655
Acceptable,0.935626,5,0.223326,0.418527,0.02484,0.032306,0.074851
Slightly Unacceptable,-0.301468,2,0.718699,0.0933,0.151272,0.02527,0.030427
Unacceptable,-0.624549,2,0.054828,0.406915,0.141133,0.037514,0.234074
Slightly Acceptable,0,5,0.035244,0.051535,0.093555,0.103749,0.075783
Slightly Acceptable,0,3,0.218336,0.021551,0.034119,0.04819,0.161697
Unacceptable,-0.539241,2,0.299192,0.021627,0.050934,0.429253,0.23238
Acceptable,0.844287,3,0.01146,0.776288,0.073351,0.007042,0.022142
Slightly Acceptable,0,3,0.150508,0.491505,0.251119,0.02005,0.061483
Unacceptable,-0.603851,2,0.340197,0.149575,0.065269,0.360228,0.274926
Slightly Unacceptable,-0.348868,2,0.846081,0.05339,0.040647,0.055907,0.03632
Slightly Acceptable,0,3,0.575466,0.119393,0.121168,0.068608,0.042788
Unacceptable,-0.727996,2,0.170495,0.295239,0.07366,0.045484,0.116926
Unacceptable,-0.907348,2,0.644391,0.004921,0.167055,0.183246,0.223657
Slightly Unacceptable,-0.334944,2,0.205327,0.70834,0.039479,0.017849,0.05186
Slightly Acceptable,0,5,0.358391,0.139714,0.373844,0.155402,0.118327
Unacceptable,-0.582078,1,0.746425,0.051957,0.083255,0.189461,0.155365
Unacceptable,-0.842173,2,0.482001,0.390995,0.048396,0.061945,0.058789
Slightly Acceptable,0,3,0.270933,0.053208,0.254012,0.075062,0.080925
Unacceptable,-0.861432,2,0.110412,0.808328,0.035461,0.029285,0.012535
Unacceptable,-0.589346,3,0.220226,0.037152,0.140843,0.094697,0.332789
Slightly Acceptable,0,3,0.287459,0.104821,0.104767,0.33365,0.442756
Slightly Unacceptable,-0.34166,3,0.464636,0.02871,0.439947,0.278562,0.098572
Unacceptable,-0.933932,2,0.104274,0.302288,0.042086,0.613784,0.035035
Slightly Unacceptable,-0.374073,3,0.263158,0.059256,0.165704,0.011026,0.019787
Unacceptable,-0.89374,2,0.258673,0.307457,0.03122,0.354411,0.255195
Unacceptable,-0.604743,2,0.676481,0.021285,0.062379,0.274786,0.107238
Slightly Acceptable,0,5,0.067552,0.617786,0.004073,0.136034,0.022525
Slightly Acceptable,0,3,0.504832,0.013988,0.05769,0.055345,0.075083
Unacceptable,-0.612452,2,0.111764,0.370027,0.187628,0.31313,0.20791
Unacceptable,-0.6491,2,0.574378,0.001112,0.220545,0.246466,0.334559
Unacceptable,-0.732184,2,0.323027,0.000362,0.123121,0.398576,0.476405
Unacceptable,-0.747469,2,0.685765,0.004512,0.29391,0.130073,0.15374
Slightly Unacceptable,-0.478501,2,0.078803,0.033493,0.069497,0.040551,0.106855
